id	label	type
2004-11-02T00:04:14.630	'2004-11-02T00:04:14.630'@en	literal
0.394	'0.394'@en	literal
trade 3283836	'trade 3283836'@en	transaction
2004-11-02T01:10:26.377	'2004-11-02T01:10:26.377'@en	literal
0.143	'0.143'@en	literal
trade 3283912	'trade 3283912'@en	transaction
Ethan (13615)	'Ethan (13615)'@en	person
2004-11-02T01:32:58.390	'2004-11-02T01:32:58.390'@en	literal
trade 3283995	'trade 3283995'@en	transaction
2004-11-02T01:38:41.857	'2004-11-02T01:38:41.857'@en	literal
trade 3284194	'trade 3284194'@en	transaction
2004-11-02T02:12:03.613	'2004-11-02T02:12:03.613'@en	literal
trade 3284207	'trade 3284207'@en	transaction
Princeton (19021)	'Princeton (19021)'@en	person
2004-11-02T02:12:37.977	'2004-11-02T02:12:37.977'@en	literal
0.361	'0.361'@en	literal
trade 3284285	'trade 3284285'@en	transaction
2004-11-02T02:49:23.237	'2004-11-02T02:49:23.237'@en	literal
trade 3284301	'trade 3284301'@en	transaction
2004-11-02T02:59:52.653	'2004-11-02T02:59:52.653'@en	literal
trade 3284944	'trade 3284944'@en	transaction
2004-11-02T07:30:49.930	'2004-11-02T07:30:49.930'@en	literal
trade 3285094	'trade 3285094'@en	transaction
2004-11-02T08:00:11.320	'2004-11-02T08:00:11.320'@en	literal
0.13	'0.13'@en	literal
trade 3285172	'trade 3285172'@en	transaction
Joanna (18562)	'Joanna (18562)'@en	person
2004-11-02T08:19:04.940	'2004-11-02T08:19:04.940'@en	literal
trade 3285862	'trade 3285862'@en	transaction
2004-11-02T09:32:52.477	'2004-11-02T09:32:52.477'@en	literal
trade 3285958	'trade 3285958'@en	transaction
2004-11-02T09:46:49.113	'2004-11-02T09:46:49.113'@en	literal
0.157	'0.157'@en	literal
trade 3286938	'trade 3286938'@en	transaction
2004-11-02T11:42:57.380	'2004-11-02T11:42:57.380'@en	literal
trade 3286949	'trade 3286949'@en	transaction
2004-11-02T11:43:21.460	'2004-11-02T11:43:21.460'@en	literal
trade 3287396	'trade 3287396'@en	transaction
2004-11-02T12:32:40.503	'2004-11-02T12:32:40.503'@en	literal
trade 3287407	'trade 3287407'@en	transaction
2004-11-02T12:33:16.133	'2004-11-02T12:33:16.133'@en	literal
trade 3287649	'trade 3287649'@en	transaction
2004-11-02T13:15:31.847	'2004-11-02T13:15:31.847'@en	literal
0.328	'0.328'@en	literal
trade 3287785	'trade 3287785'@en	transaction
Maci (19114)	'Maci (19114)'@en	person
2004-11-02T13:20:56.453	'2004-11-02T13:20:56.453'@en	literal
trade 3288057	'trade 3288057'@en	transaction
Reid (18707)	'Reid (18707)'@en	person
2004-11-02T14:00:31.663	'2004-11-02T14:00:31.663'@en	literal
0.182	'0.182'@en	literal
trade 3288235	'trade 3288235'@en	transaction
2004-11-02T14:13:56.987	'2004-11-02T14:13:56.987'@en	literal
trade 3288494	'trade 3288494'@en	transaction
2004-11-02T14:36:58.503	'2004-11-02T14:36:58.503'@en	literal
trade 3288550	'trade 3288550'@en	transaction
Troy (19019)	'Troy (19019)'@en	person
2004-11-02T14:38:06.383	'2004-11-02T14:38:06.383'@en	literal
trade 3288910	'trade 3288910'@en	transaction
Jude (18324)	'Jude (18324)'@en	person
2004-11-02T14:59:26.153	'2004-11-02T14:59:26.153'@en	literal
trade 3289140	'trade 3289140'@en	transaction
Carlos (18313)	'Carlos (18313)'@en	person
2004-11-02T15:32:24.207	'2004-11-02T15:32:24.207'@en	literal
trade 3289396	'trade 3289396'@en	transaction
2004-11-02T15:47:45.023	'2004-11-02T15:47:45.023'@en	literal
trade 3289473	'trade 3289473'@en	transaction
Mckinley (7180)	'Mckinley (7180)'@en	person
2004-11-02T15:51:29.917	'2004-11-02T15:51:29.917'@en	literal
0.376	'0.376'@en	literal
trade 3289603	'trade 3289603'@en	transaction
2004-11-02T15:54:42.763	'2004-11-02T15:54:42.763'@en	literal
trade 3289815	'trade 3289815'@en	transaction
2004-11-02T16:06:38.123	'2004-11-02T16:06:38.123'@en	literal
trade 3289841	'trade 3289841'@en	transaction
2004-11-02T16:07:57.367	'2004-11-02T16:07:57.367'@en	literal
0.09	'0.09'@en	literal
trade 3290075	'trade 3290075'@en	transaction
2004-11-02T16:22:11.880	'2004-11-02T16:22:11.880'@en	literal
trade 3290321	'trade 3290321'@en	transaction
2004-11-02T16:36:05.673	'2004-11-02T16:36:05.673'@en	literal
80	'80'@en	literal
trade 3290457	'trade 3290457'@en	transaction
Kasen (19173)	'Kasen (19173)'@en	person
2004-11-02T16:44:00.823	'2004-11-02T16:44:00.823'@en	literal
trade 3290765	'trade 3290765'@en	transaction
2004-11-02T17:10:21.687	'2004-11-02T17:10:21.687'@en	literal
267	'267'@en	literal
trade 3290833	'trade 3290833'@en	transaction
Asa (3910)	'Asa (3910)'@en	person
2004-11-02T17:13:59.487	'2004-11-02T17:13:59.487'@en	literal
0.048	'0.048'@en	literal
trade 3290853	'trade 3290853'@en	transaction
Esther (18323)	'Esther (18323)'@en	person
2004-11-02T17:14:53.867	'2004-11-02T17:14:53.867'@en	literal
0.036	'0.036'@en	literal
trade 3291113	'trade 3291113'@en	transaction
2004-11-02T17:33:14.823	'2004-11-02T17:33:14.823'@en	literal
trade 3291313	'trade 3291313'@en	transaction
2004-11-02T17:42:23.077	'2004-11-02T17:42:23.077'@en	literal
trade 3291377	'trade 3291377'@en	transaction
2004-11-02T17:47:58.823	'2004-11-02T17:47:58.823'@en	literal
trade 3291387	'trade 3291387'@en	transaction
2004-11-02T17:48:31.343	'2004-11-02T17:48:31.343'@en	literal
0.179	'0.179'@en	literal
trade 3291848	'trade 3291848'@en	transaction
2004-11-02T18:24:35.210	'2004-11-02T18:24:35.210'@en	literal
0.294	'0.294'@en	literal
trade 3292128	'trade 3292128'@en	transaction
2004-11-02T19:06:37.233	'2004-11-02T19:06:37.233'@en	literal
trade 3292156	'trade 3292156'@en	transaction
2004-11-02T19:07:41.037	'2004-11-02T19:07:41.037'@en	literal
trade 3292229	'trade 3292229'@en	transaction
Nova (16619)	'Nova (16619)'@en	person
2004-11-02T19:13:46.570	'2004-11-02T19:13:46.570'@en	literal
trade 3292400	'trade 3292400'@en	transaction
2004-11-02T19:26:58.547	'2004-11-02T19:26:58.547'@en	literal
trade 3292599	'trade 3292599'@en	transaction
Annalise (19080)	'Annalise (19080)'@en	person
2004-11-02T19:40:38.370	'2004-11-02T19:40:38.370'@en	literal
trade 3292736	'trade 3292736'@en	transaction
2004-11-02T19:50:40.203	'2004-11-02T19:50:40.203'@en	literal
trade 3292919	'trade 3292919'@en	transaction
2004-11-02T20:09:09.913	'2004-11-02T20:09:09.913'@en	literal
0.101	'0.101'@en	literal
trade 3292920	'trade 3292920'@en	transaction
Nehemiah (18923)	'Nehemiah (18923)'@en	person
2004-11-02T20:09:13.210	'2004-11-02T20:09:13.210'@en	literal
trade 3292922	'trade 3292922'@en	transaction
2004-11-02T20:09:22.947	'2004-11-02T20:09:22.947'@en	literal
trade 3293225	'trade 3293225'@en	transaction
2004-11-02T20:27:24.417	'2004-11-02T20:27:24.417'@en	literal
trade 3293338	'trade 3293338'@en	transaction
2004-11-02T20:36:44.750	'2004-11-02T20:36:44.750'@en	literal
59	'59'@en	literal
trade 3293452	'trade 3293452'@en	transaction
2004-11-02T20:42:34.810	'2004-11-02T20:42:34.810'@en	literal
trade 3293526	'trade 3293526'@en	transaction
Case (7996)	'Case (7996)'@en	person
2004-11-02T20:45:20.247	'2004-11-02T20:45:20.247'@en	literal
trade 3293795	'trade 3293795'@en	transaction
2004-11-02T20:56:57.077	'2004-11-02T20:56:57.077'@en	literal
trade 3293822	'trade 3293822'@en	transaction
2004-11-02T20:59:32.120	'2004-11-02T20:59:32.120'@en	literal
0.141	'0.141'@en	literal
trade 3294108	'trade 3294108'@en	transaction
2004-11-02T21:07:28.967	'2004-11-02T21:07:28.967'@en	literal
trade 3294826	'trade 3294826'@en	transaction
2004-11-02T21:35:58.950	'2004-11-02T21:35:58.950'@en	literal
44	'44'@en	literal
trade 3294828	'trade 3294828'@en	transaction
2004-11-02T21:35:59.543	'2004-11-02T21:35:59.543'@en	literal
trade 3294941	'trade 3294941'@en	transaction
2004-11-02T21:41:10.477	'2004-11-02T21:41:10.477'@en	literal
trade 3295090	'trade 3295090'@en	transaction
2004-11-02T21:48:24.123	'2004-11-02T21:48:24.123'@en	literal
trade 3295273	'trade 3295273'@en	transaction
2004-11-02T21:58:32.867	'2004-11-02T21:58:32.867'@en	literal
0.11	'0.11'@en	literal
trade 3295363	'trade 3295363'@en	transaction
2004-11-02T22:03:41.457	'2004-11-02T22:03:41.457'@en	literal
trade 3295504	'trade 3295504'@en	transaction
2004-11-02T22:20:58.393	'2004-11-02T22:20:58.393'@en	literal
0.589	'0.589'@en	literal
trade 3296102	'trade 3296102'@en	transaction
2004-11-02T22:56:28.583	'2004-11-02T22:56:28.583'@en	literal
0.007	'0.007'@en	literal
trade 3296302	'trade 3296302'@en	transaction
2004-11-02T23:13:00.050	'2004-11-02T23:13:00.050'@en	literal
0.055	'0.055'@en	literal
trade 3296719	'trade 3296719'@en	transaction
2004-11-02T23:50:45.377	'2004-11-02T23:50:45.377'@en	literal
0.788	'0.788'@en	literal
trade 3297092	'trade 3297092'@en	transaction
2004-11-03T00:23:16.583	'2004-11-03T00:23:16.583'@en	literal
0.016	'0.016'@en	literal
trade 3297251	'trade 3297251'@en	transaction
Jaxon (16919)	'Jaxon (16919)'@en	person
2004-11-03T00:29:54.383	'2004-11-03T00:29:54.383'@en	literal
0.003	'0.003'@en	literal
trade 3297305	'trade 3297305'@en	transaction
2004-11-03T00:35:36.260	'2004-11-03T00:35:36.260'@en	literal
0.938	'0.938'@en	literal
41	'41'@en	literal
trade 3297523	'trade 3297523'@en	transaction
Phillip (4580)	'Phillip (4580)'@en	person
2004-11-03T00:55:37.773	'2004-11-03T00:55:37.773'@en	literal
0.877	'0.877'@en	literal
trade 3297570	'trade 3297570'@en	transaction
Rory (19119)	'Rory (19119)'@en	person
2004-11-03T00:59:53.653	'2004-11-03T00:59:53.653'@en	literal
0.852	'0.852'@en	literal
68	'68'@en	literal
trade 3298367	'trade 3298367'@en	transaction
2004-11-03T02:23:27.840	'2004-11-03T02:23:27.840'@en	literal
0.85	'0.85'@en	literal
trade 3298409	'trade 3298409'@en	transaction
2004-11-03T02:26:00.913	'2004-11-03T02:26:00.913'@en	literal
0.847	'0.847'@en	literal
trade 3298461	'trade 3298461'@en	transaction
Alaya (18813)	'Alaya (18813)'@en	person
2004-11-03T02:39:00.140	'2004-11-03T02:39:00.140'@en	literal
0.861	'0.861'@en	literal
trade 3298677	'trade 3298677'@en	transaction
Calvin (183)	'Calvin (183)'@en	person
2004-11-03T04:23:36.080	'2004-11-03T04:23:36.080'@en	literal
0.929	'0.929'@en	literal
trade 3298854	'trade 3298854'@en	transaction
2004-11-03T06:18:26.080	'2004-11-03T06:18:26.080'@en	literal
0.049	'0.049'@en	literal
trade 3298855	'trade 3298855'@en	transaction
2004-11-03T06:18:26.190	'2004-11-03T06:18:26.190'@en	literal
0.05	'0.05'@en	literal
trade 3299383	'trade 3299383'@en	transaction
2004-11-03T08:00:45.917	'2004-11-03T08:00:45.917'@en	literal
0.001	'0.001'@en	literal
trade 3299490	'trade 3299490'@en	transaction
2004-11-03T08:17:33.907	'2004-11-03T08:17:33.907'@en	literal
trade 3299508	'trade 3299508'@en	transaction
2004-11-03T08:17:53.363	'2004-11-03T08:17:53.363'@en	literal
488	'488'@en	literal
trade 3299673	'trade 3299673'@en	transaction
2004-11-03T09:00:58.750	'2004-11-03T09:00:58.750'@en	literal
0.005	'0.005'@en	literal
trade 3299770	'trade 3299770'@en	transaction
2004-11-03T09:13:38.703	'2004-11-03T09:13:38.703'@en	literal
0.002	'0.002'@en	literal
trade 3299948	'trade 3299948'@en	transaction
2004-11-03T09:35:14.157	'2004-11-03T09:35:14.157'@en	literal
0.971	'0.971'@en	literal
61	'61'@en	literal
trade 3300352	'trade 3300352'@en	transaction
2004-11-03T10:54:55.410	'2004-11-03T10:54:55.410'@en	literal
0.992	'0.992'@en	literal
trade 3300497	'trade 3300497'@en	transaction
2004-11-03T11:40:08.107	'2004-11-03T11:40:08.107'@en	literal
trade 3301444	'trade 3301444'@en	transaction
2004-11-03T17:53:07.513	'2004-11-03T17:53:07.513'@en	literal
trade 3301445	'trade 3301445'@en	transaction
2004-11-03T17:53:22.217	'2004-11-03T17:53:22.217'@en	literal
trade 3301496	'trade 3301496'@en	transaction
Evelynn (18785)	'Evelynn (18785)'@en	person
2004-11-03T18:16:04.487	'2004-11-03T18:16:04.487'@en	literal
0.013	'0.013'@en	literal
trade 3301739	'trade 3301739'@en	transaction
2004-11-03T19:16:16.943	'2004-11-03T19:16:16.943'@en	literal
0.952	'0.952'@en	literal
trade 3302784	'trade 3302784'@en	transaction
Rafael (18537)	'Rafael (18537)'@en	person
2004-11-04T10:53:04.207	'2004-11-04T10:53:04.207'@en	literal
0.978	'0.978'@en	literal
trade 3303774	'trade 3303774'@en	transaction
2004-11-04T19:57:07.703	'2004-11-04T19:57:07.703'@en	literal
0.99	'0.99'@en	literal
trade 3303802	'trade 3303802'@en	transaction
Warren (18818)	'Warren (18818)'@en	person
2004-11-04T20:20:33.557	'2004-11-04T20:20:33.557'@en	literal
0.01	'0.01'@en	literal
trade 3304774	'trade 3304774'@en	transaction
2004-11-05T11:59:12.167	'2004-11-05T11:59:12.167'@en	literal
0.994	'0.994'@en	literal
trade 3304926	'trade 3304926'@en	transaction
2004-11-05T13:02:04.113	'2004-11-05T13:02:04.113'@en	literal
trade 3305025	'trade 3305025'@en	transaction
Saylor (18671)	'Saylor (18671)'@en	person
2004-11-05T13:50:15.997	'2004-11-05T13:50:15.997'@en	literal
0.995	'0.995'@en	literal
trade 3305366	'trade 3305366'@en	transaction
2004-11-05T17:08:34.353	'2004-11-05T17:08:34.353'@en	literal
0.96	'0.96'@en	literal
